"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: blockTypeStr"
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:instructions","thrpt",4,1,865674.161319,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO","thrpt",4,5,22312.629991,547.336595,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:CPI","thrpt",4,1,0.412642,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:IPC","thrpt",4,1,2.423405,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:branch-misses","thrpt",4,1,13.132709,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:branches","thrpt",4,1,60245.269970,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:cycles","thrpt",4,1,140948.857867,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:instructions","thrpt",4,1,341576.203802,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO","thrpt",4,5,4324.872252,105.401581,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:CPI","thrpt",4,1,1.210628,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:IPC","thrpt",4,1,0.826018,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:branch-misses","thrpt",4,1,23.242464,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:branches","thrpt",4,1,71081.899483,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:cycles","thrpt",4,1,722416.996605,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:instructions","thrpt",4,1,596729.355850,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO","thrpt",4,5,712.300153,2.128213,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:CPI","thrpt",4,1,1.089379,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:IPC","thrpt",4,1,0.917954,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:branch-misses","thrpt",4,1,26260.039835,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:branches","thrpt",4,1,661278.190867,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:cycles","thrpt",4,1,4421204.538707,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectInlO:instructions","thrpt",4,1,4058462.665970,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen","thrpt",4,5,3195.445903,8.589398,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesGen:CPI","thrpt",4,1,1.102711,NaN,"clks/insn",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesGen:IPC","thrpt",4,1,0.906856,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesGen:branch-misses","thrpt",4,1,846.798659,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesGen:branches","thrpt",4,1,100072.528408,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesGen:cycles","thrpt",4,1,981618.099055,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesGen:instructions","thrpt",4,1,890186.089529,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesGen","thrpt",4,5,20744.963106,450.816437,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:CPI","thrpt",4,1,0.358900,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:IPC","thrpt",4,1,2.786292,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:branch-misses","thrpt",4,1,13.397875,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:branches","thrpt",4,1,60279.808783,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:cycles","thrpt",4,1,151403.926419,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:instructions","thrpt",4,1,421855.556652,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen","thrpt",4,5,3972.030113,21.303074,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:CPI","thrpt",4,1,1.129812,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:IPC","thrpt",4,1,0.885103,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:branch-misses","thrpt",4,1,24.702043,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:branches","thrpt",4,1,71129.949768,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:cycles","thrpt",4,1,787392.462467,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:instructions","thrpt",4,1,696923.434184,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen","thrpt",4,5,711.536329,2.453353,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:CPI","thrpt",4,1,0.970128,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:IPC","thrpt",4,1,1.030792,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:branch-misses","thrpt",4,1,23475.664932,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:branches","thrpt",4,1,666962.158106,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:cycles","thrpt",4,1,4432355.288168,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesGen:instructions","thrpt",4,1,4568836.919616,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap","thrpt",4,5,3320.029081,65.445380,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:CPI","thrpt",4,1,1.153348,NaN,"clks/insn",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:IPC","thrpt",4,1,0.867041,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:branch-misses","thrpt",4,1,1176.824958,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:branches","thrpt",4,1,107031.348742,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:cycles","thrpt",4,1,944892.040629,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:instructions","thrpt",4,1,819260.409585,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesMmap","thrpt",4,5,22122.346872,556.053196,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:CPI","thrpt",4,1,0.413676,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:IPC","thrpt",4,1,2.417353,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:branch-misses","thrpt",4,1,13.168261,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:branches","thrpt",4,1,60254.023113,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:cycles","thrpt",4,1,141322.472897,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:instructions","thrpt",4,1,341626.268445,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap","thrpt",4,5,4559.997663,536.080003,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:CPI","thrpt",4,1,1.149864,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:IPC","thrpt",4,1,0.869668,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:branch-misses","thrpt",4,1,23.340021,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:branches","thrpt",4,1,71020.583301,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:cycles","thrpt",4,1,685732.699216,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:instructions","thrpt",4,1,596359.847501,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap","thrpt",4,5,714.088970,1.511785,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:CPI","thrpt",4,1,0.978251,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:IPC","thrpt",4,1,1.022232,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:branch-misses","thrpt",4,1,23839.436383,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:branches","thrpt",4,1,665744.556057,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:cycles","thrpt",4,1,4409920.262008,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesMmap:instructions","thrpt",4,1,4507961.747632,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM","thrpt",4,5,1033.076881,6.955372,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFM:CPI","thrpt",4,1,0.379781,NaN,"clks/insn",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFM:IPC","thrpt",4,1,2.633097,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFM:branch-misses","thrpt",4,1,4057.668769,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFM:branches","thrpt",4,1,1763046.122766,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFM:cycles","thrpt",4,1,3047628.526464,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFM:instructions","thrpt",4,1,8024701.639007,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFM","thrpt",4,5,1580.415723,1.627524,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:CPI","thrpt",4,1,0.265415,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:IPC","thrpt",4,1,3.767692,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:branch-misses","thrpt",4,1,31.379537,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:branches","thrpt",4,1,1683364.926664,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:cycles","thrpt",4,1,1993124.491987,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:instructions","thrpt",4,1,7509478.511196,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM","thrpt",4,5,1081.609738,11.713680,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:CPI","thrpt",4,1,0.371190,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:IPC","thrpt",4,1,2.694037,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:branch-misses","thrpt",4,1,64.487156,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:branches","thrpt",4,1,1764888.155512,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:cycles","thrpt",4,1,2913274.136476,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:instructions","thrpt",4,1,7848468.220977,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM","thrpt",4,5,522.630426,1.116651,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:CPI","thrpt",4,1,0.490620,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:IPC","thrpt",4,1,2.038237,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:branch-misses","thrpt",4,1,26551.548048,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:branches","thrpt",4,1,2415462.105383,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:cycles","thrpt",4,1,6025715.494549,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM:instructions","thrpt",4,1,12281837.771214,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong","thrpt",4,5,3210.012264,8.897162,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFMLong:CPI","thrpt",4,1,1.100840,NaN,"clks/insn",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFMLong:IPC","thrpt",4,1,0.908397,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFMLong:branch-misses","thrpt",4,1,837.075408,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFMLong:branches","thrpt",4,1,107442.700869,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFMLong:cycles","thrpt",4,1,977281.434854,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFMLong:instructions","thrpt",4,1,887759.554495,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFMLong","thrpt",4,5,20788.669907,375.099825,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:CPI","thrpt",4,1,0.358345,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:IPC","thrpt",4,1,2.790607,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:branch-misses","thrpt",4,1,13.204322,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:branches","thrpt",4,1,60265.752923,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:cycles","thrpt",4,1,151089.144858,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:instructions","thrpt",4,1,421630.401009,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong","thrpt",4,5,4151.389962,20.675147,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:CPI","thrpt",4,1,1.051719,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:IPC","thrpt",4,1,0.950824,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:branch-misses","thrpt",4,1,23.598378,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:branches","thrpt",4,1,81095.900687,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:cycles","thrpt",4,1,753787.123959,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:instructions","thrpt",4,1,716718.859627,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong","thrpt",4,5,724.563216,4.258058,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:CPI","thrpt",4,1,0.722594,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:IPC","thrpt",4,1,1.383902,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:branch-misses","thrpt",4,1,24274.214645,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:branches","thrpt",4,1,933087.759468,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:cycles","thrpt",4,1,4344979.027132,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMLong:instructions","thrpt",4,1,6013026.666621,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct","thrpt",4,5,3179.048038,9.591318,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:CPI","thrpt",4,1,1.112245,NaN,"clks/insn",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:IPC","thrpt",4,1,0.899082,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:branch-misses","thrpt",4,1,844.333726,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:branches","thrpt",4,1,107386.229436,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:cycles","thrpt",4,1,986609.132086,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:instructions","thrpt",4,1,887042.816669,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFMStruct","thrpt",4,5,18910.724479,645.531293,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:CPI","thrpt",4,1,0.411718,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:IPC","thrpt",4,1,2.428847,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:branch-misses","thrpt",4,1,13.497829,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:branches","thrpt",4,1,60266.201085,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:cycles","thrpt",4,1,165402.520457,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:instructions","thrpt",4,1,401737.445690,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct","thrpt",4,5,4020.572148,7.714338,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:CPI","thrpt",4,1,1.202416,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:IPC","thrpt",4,1,0.831659,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:branch-misses","thrpt",4,1,23.960660,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:branches","thrpt",4,1,81137.437826,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:cycles","thrpt",4,1,778060.872679,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:instructions","thrpt",4,1,647081.206363,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct","thrpt",4,5,729.871354,8.235447,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:CPI","thrpt",4,1,0.737321,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:IPC","thrpt",4,1,1.356262,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:branch-misses","thrpt",4,1,24246.302193,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:branches","thrpt",4,1,895131.473818,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:cycles","thrpt",4,1,4325514.933673,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFMStruct:instructions","thrpt",4,1,5866530.700989,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T","thrpt",4,5,3375.409893,19.772614,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFM_T:CPI","thrpt",4,1,1.115036,NaN,"clks/insn",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFM_T:IPC","thrpt",4,1,0.896832,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFM_T:branch-misses","thrpt",4,1,858.210871,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFM_T:branches","thrpt",4,1,107608.110844,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFM_T:cycles","thrpt",4,1,928327.802487,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFM_T:instructions","thrpt",4,1,832553.840085,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEFFM_T","thrpt",4,5,22272.780713,470.396486,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:CPI","thrpt",4,1,0.413081,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:IPC","thrpt",4,1,2.420834,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:branch-misses","thrpt",4,1,13.125604,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:branches","thrpt",4,1,60222.241452,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:cycles","thrpt",4,1,141044.989363,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:instructions","thrpt",4,1,341446.463084,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T","thrpt",4,5,4508.373787,11.795254,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:CPI","thrpt",4,1,1.182043,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:IPC","thrpt",4,1,0.845993,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:branch-misses","thrpt",4,1,22.845393,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:branches","thrpt",4,1,81001.104684,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:cycles","thrpt",4,1,692946.767498,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:instructions","thrpt",4,1,586228.003531,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T","thrpt",4,5,766.335693,2.477091,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:CPI","thrpt",4,1,0.848307,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:IPC","thrpt",4,1,1.178819,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:branch-misses","thrpt",4,1,24117.046402,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:branches","thrpt",4,1,673183.037283,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:cycles","thrpt",4,1,4111905.309122,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEFFM_T:instructions","thrpt",4,1,4847190.402693,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH","thrpt",4,5,2333.445073,23.832106,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_MH:CPI","thrpt",4,1,0.929043,NaN,"clks/insn",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_MH:IPC","thrpt",4,1,1.076377,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_MH:branch-misses","thrpt",4,1,3784.253076,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_MH:branches","thrpt",4,1,221618.901938,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_MH:cycles","thrpt",4,1,1349289.938957,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_MH:instructions","thrpt",4,1,1452344.651481,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_MH","thrpt",4,5,9984.593137,412.221254,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:CPI","thrpt",4,1,0.360391,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:IPC","thrpt",4,1,2.774768,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:branch-misses","thrpt",4,1,7.960516,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:branches","thrpt",4,1,130780.584987,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:cycles","thrpt",4,1,315300.457575,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:instructions","thrpt",4,1,874885.567830,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH","thrpt",4,5,4241.294381,111.436047,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:CPI","thrpt",4,1,0.580955,NaN,"clks/insn",COMPLEX_BLOCK
