"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: blockTypeStr"
"GeoDriverBenchParams.checkNearestNSWE_MH:IPC","thrpt",4,1,1.721303,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:branch-misses","thrpt",4,1,13.641204,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:branches","thrpt",4,1,191049.823848,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:cycles","thrpt",4,1,741535.338544,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:instructions","thrpt",4,1,1276407.203643,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH","thrpt",4,5,626.024146,8.742567,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:CPI","thrpt",4,1,0.702524,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:IPC","thrpt",4,1,1.423439,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:branch-misses","thrpt",4,1,25015.714148,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:branches","thrpt",4,1,1149771.981185,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:cycles","thrpt",4,1,5030603.852413,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH:instructions","thrpt",4,1,7160759.654222,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP","thrpt",4,5,2778.168721,37.877455,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:CPI","thrpt",4,1,0.878495,NaN,"clks/insn",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:IPC","thrpt",4,1,1.138310,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:branch-misses","thrpt",4,1,1908.162877,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:branches","thrpt",4,1,186045.260843,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:cycles","thrpt",4,1,1129915.180391,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:instructions","thrpt",4,1,1286193.629482,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP","thrpt",4,5,22133.114752,177.852885,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:CPI","thrpt",4,1,0.415653,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:IPC","thrpt",4,1,2.405853,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:branch-misses","thrpt",4,1,13.159668,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:branches","thrpt",4,1,60208.864734,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:cycles","thrpt",4,1,141891.824700,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:instructions","thrpt",4,1,341370.888333,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP","thrpt",4,5,4388.924528,62.929943,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:CPI","thrpt",4,1,1.257619,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:IPC","thrpt",4,1,0.795153,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:branch-misses","thrpt",4,1,23.382218,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:branches","thrpt",4,1,71015.649136,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:cycles","thrpt",4,1,712206.584820,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:instructions","thrpt",4,1,566313.330929,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP","thrpt",4,5,640.348726,3.175186,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:CPI","thrpt",4,1,0.814215,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:IPC","thrpt",4,1,1.228177,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:branch-misses","thrpt",4,1,23650.656403,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:branches","thrpt",4,1,1029481.638137,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:cycles","thrpt",4,1,4912127.131393,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_MH_CMP:instructions","thrpt",4,1,6032961.461664,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base","thrpt",4,5,353117.713147,731.761700,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_base:CPI","thrpt",4,1,0.263016,NaN,"clks/insn",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_base:IPC","thrpt",4,1,3.802056,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_base:branch-misses","thrpt",4,1,3.132452,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_base:branches","thrpt",4,1,11281.983098,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_base:cycles","thrpt",4,1,8920.821324,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_base:instructions","thrpt",4,1,33917.464763,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWE_base","thrpt",4,5,352814.504223,503.288589,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:CPI","thrpt",4,1,0.263355,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:IPC","thrpt",4,1,3.797152,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:branch-misses","thrpt",4,1,3.130687,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:branches","thrpt",4,1,11280.581053,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:cycles","thrpt",4,1,8931.116412,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:instructions","thrpt",4,1,33912.803058,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base","thrpt",4,5,353107.956354,524.723086,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:CPI","thrpt",4,1,0.262967,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:IPC","thrpt",4,1,3.802761,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:branch-misses","thrpt",4,1,3.132772,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:branches","thrpt",4,1,11290.930969,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:cycles","thrpt",4,1,8926.164248,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:instructions","thrpt",4,1,33944.070937,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base","thrpt",4,5,353574.174903,2958.677735,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:CPI","thrpt",4,1,0.262881,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:IPC","thrpt",4,1,3.804008,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:branch-misses","thrpt",4,1,3.121304,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:branches","thrpt",4,1,11294.151578,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:cycles","thrpt",4,1,8925.659699,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE_base:instructions","thrpt",4,1,33953.284516,NaN,"#/op",MULTILAYER_BLOCK
