"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: blockTypeStr"
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-loads","thrpt",4,1,3231.274723,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-store-misses","thrpt",4,1,0.007864,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-stores","thrpt",4,1,41.371334,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:branch-misses","thrpt",4,1,25.802272,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:branches","thrpt",4,1,71479.331856,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:cycles","thrpt",4,1,699469.267181,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-load-misses","thrpt",4,1,3322.884635,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-loads","thrpt",4,1,92353.657987,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-store-misses","thrpt",4,1,2.045725,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-stores","thrpt",4,1,1035.614102,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:iTLB-load-misses","thrpt",4,1,13.550464,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:instructions","thrpt",4,1,589933.217085,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2","thrpt",4,5,632.791266,1.069981,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:CPI","thrpt",4,1,0.807628,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:IPC","thrpt",4,1,1.238193,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-dcache-loads","thrpt",4,1,1359346.291734,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-dcache-stores","thrpt",4,1,17411.122018,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-icache-load-misses","thrpt",4,1,1665.092122,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-icache-loads","thrpt",4,1,1334884.931334,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-load-misses","thrpt",4,1,0.003861,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-loads","thrpt",4,1,1085.999765,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-store-misses","thrpt",4,1,0.091377,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-stores","thrpt",4,1,58.807767,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:branch-misses","thrpt",4,1,24071.763026,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:branches","thrpt",4,1,1030141.968490,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:cycles","thrpt",4,1,4882522.193044,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-load-misses","thrpt",4,1,87.143686,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-loads","thrpt",4,1,1358992.237127,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-store-misses","thrpt",4,1,1.685641,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-stores","thrpt",4,1,17526.878006,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:iTLB-load-misses","thrpt",4,1,78.579542,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:instructions","thrpt",4,1,6045506.398216,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect","thrpt",4,5,3193.721821,18.856030,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:CPI","thrpt",4,1,1.172749,NaN,"clks/insn",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:IPC","thrpt",4,1,0.852697,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-dcache-loads","thrpt",4,1,180234.992897,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-dcache-stores","thrpt",4,1,11440.210930,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-icache-load-misses","thrpt",4,1,782.687582,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-icache-loads","thrpt",4,1,258097.950223,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-load-misses","thrpt",4,1,0.000901,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-loads","thrpt",4,1,3273.520971,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-store-misses","thrpt",4,1,0.024337,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-stores","thrpt",4,1,77.229619,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:branch-misses","thrpt",4,1,812.121475,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:branches","thrpt",4,1,100021.879711,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:cycles","thrpt",4,1,952246.081304,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-load-misses","thrpt",4,1,1295.290339,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-loads","thrpt",4,1,179983.267942,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-store-misses","thrpt",4,1,2.639086,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-stores","thrpt",4,1,11390.951570,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:iTLB-load-misses","thrpt",4,1,23.623943,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:instructions","thrpt",4,1,811977.523570,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirect","thrpt",4,5,22505.896806,153.397689,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:CPI","thrpt",4,1,0.403847,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:IPC","thrpt",4,1,2.476186,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-dcache-loads","thrpt",4,1,50231.834977,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-dcache-stores","thrpt",4,1,234.361615,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-icache-load-misses","thrpt",4,1,14.648558,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-icache-loads","thrpt",4,1,41916.830028,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-load-misses","thrpt",4,1,0.000009,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-loads","thrpt",4,1,1.223911,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-store-misses","thrpt",4,1,0.000000,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-stores","thrpt",4,1,0.266080,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:branch-misses","thrpt",4,1,14.370755,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:branches","thrpt",4,1,59986.295023,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:cycles","thrpt",4,1,137262.060213,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-load-misses","thrpt",4,1,0.518331,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-loads","thrpt",4,1,50239.100069,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-store-misses","thrpt",4,1,0.008226,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-stores","thrpt",4,1,215.593851,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:iTLB-load-misses","thrpt",4,1,3.571167,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:instructions","thrpt",4,1,339886.457884,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect","thrpt",4,5,4244.745054,206.961012,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:CPI","thrpt",4,1,1.196521,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:IPC","thrpt",4,1,0.835756,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-dcache-loads","thrpt",4,1,121487.267211,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-dcache-stores","thrpt",4,1,11050.483999,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-icache-load-misses","thrpt",4,1,561.103819,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-icache-loads","thrpt",4,1,225238.691416,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-load-misses","thrpt",4,1,0.001368,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-loads","thrpt",4,1,3222.772141,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-store-misses","thrpt",4,1,0.003961,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-stores","thrpt",4,1,53.950433,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:branch-misses","thrpt",4,1,26.119818,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:branches","thrpt",4,1,71201.319357,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:cycles","thrpt",4,1,715890.086798,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-load-misses","thrpt",4,1,1331.660897,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-loads","thrpt",4,1,122467.212852,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-store-misses","thrpt",4,1,2.164154,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-stores","thrpt",4,1,11147.616692,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:iTLB-load-misses","thrpt",4,1,15.022880,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:instructions","thrpt",4,1,598309.527806,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect","thrpt",4,5,699.276550,2.820715,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:CPI","thrpt",4,1,0.979283,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:IPC","thrpt",4,1,1.021155,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-dcache-loads","thrpt",4,1,583967.428591,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-dcache-stores","thrpt",4,1,16950.544876,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-icache-load-misses","thrpt",4,1,1621.529405,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:L1-icache-loads","thrpt",4,1,1092475.344864,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-load-misses","thrpt",4,1,0.005532,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-loads","thrpt",4,1,953.799412,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-store-misses","thrpt",4,1,0.017470,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:LLC-stores","thrpt",4,1,50.811615,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:branch-misses","thrpt",4,1,23985.102232,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:branches","thrpt",4,1,666486.204530,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:cycles","thrpt",4,1,4416871.061098,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-load-misses","thrpt",4,1,70.748477,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-loads","thrpt",4,1,583310.448681,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-store-misses","thrpt",4,1,0.982852,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:dTLB-stores","thrpt",4,1,16816.824990,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:iTLB-load-misses","thrpt",4,1,79.728087,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirect:instructions","thrpt",4,1,4510310.774364,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR","thrpt",4,5,3242.179914,66.170141,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:CPI","thrpt",4,1,1.154456,NaN,"clks/insn",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:IPC","thrpt",4,1,0.866209,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-dcache-loads","thrpt",4,1,180292.856010,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-dcache-stores","thrpt",4,1,11454.083781,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-icache-load-misses","thrpt",4,1,747.974356,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-icache-loads","thrpt",4,1,255724.477056,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-load-misses","thrpt",4,1,0.001133,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-loads","thrpt",4,1,3110.464365,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-store-misses","thrpt",4,1,0.007084,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-stores","thrpt",4,1,68.439059,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:branch-misses","thrpt",4,1,787.651021,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:branches","thrpt",4,1,100051.273765,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:cycles","thrpt",4,1,937503.769468,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-load-misses","thrpt",4,1,1336.072566,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-loads","thrpt",4,1,180275.335899,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-store-misses","thrpt",4,1,2.732188,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-stores","thrpt",4,1,11403.132183,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:iTLB-load-misses","thrpt",4,1,19.376760,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:instructions","thrpt",4,1,812074.053442,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR","thrpt",4,5,22620.542842,125.241026,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:CPI","thrpt",4,1,0.402330,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:IPC","thrpt",4,1,2.485523,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-dcache-loads","thrpt",4,1,50195.780662,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-dcache-stores","thrpt",4,1,216.812805,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-icache-load-misses","thrpt",4,1,15.066850,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-icache-loads","thrpt",4,1,42031.941803,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-load-misses","thrpt",4,1,0.000041,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-loads","thrpt",4,1,1.744150,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-store-misses","thrpt",4,1,0.000248,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-stores","thrpt",4,1,0.401885,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:branch-misses","thrpt",4,1,12.988054,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:branches","thrpt",4,1,59897.680810,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:cycles","thrpt",4,1,136560.031248,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-load-misses","thrpt",4,1,1.177251,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-loads","thrpt",4,1,50258.745220,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-store-misses","thrpt",4,1,0.075700,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-stores","thrpt",4,1,209.720722,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:iTLB-load-misses","thrpt",4,1,2.777790,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:instructions","thrpt",4,1,339423.098190,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR","thrpt",4,5,4306.991112,179.536552,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:CPI","thrpt",4,1,1.182203,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:IPC","thrpt",4,1,0.845878,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-dcache-loads","thrpt",4,1,121450.302760,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-dcache-stores","thrpt",4,1,11053.770378,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-icache-load-misses","thrpt",4,1,540.251029,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-icache-loads","thrpt",4,1,222992.951898,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-load-misses","thrpt",4,1,0.000733,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-loads","thrpt",4,1,3113.349180,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-store-misses","thrpt",4,1,0.010729,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-stores","thrpt",4,1,50.575390,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:branch-misses","thrpt",4,1,27.088575,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:branches","thrpt",4,1,71094.747210,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:cycles","thrpt",4,1,706271.383998,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-load-misses","thrpt",4,1,1157.950613,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-loads","thrpt",4,1,122468.313799,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-store-misses","thrpt",4,1,2.108611,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-stores","thrpt",4,1,11161.332917,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:iTLB-load-misses","thrpt",4,1,23.105126,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:instructions","thrpt",4,1,597419.538155,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR","thrpt",4,5,700.255005,6.469237,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:CPI","thrpt",4,1,0.979431,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:IPC","thrpt",4,1,1.021001,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-dcache-loads","thrpt",4,1,584290.290557,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-dcache-stores","thrpt",4,1,16818.333045,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-icache-load-misses","thrpt",4,1,1506.764921,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:L1-icache-loads","thrpt",4,1,1096132.582567,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-load-misses","thrpt",4,1,0.004381,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-loads","thrpt",4,1,945.825445,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-store-misses","thrpt",4,1,0.046296,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:LLC-stores","thrpt",4,1,58.549266,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:branch-misses","thrpt",4,1,24132.019206,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:branches","thrpt",4,1,666717.599191,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:cycles","thrpt",4,1,4419572.506021,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-load-misses","thrpt",4,1,81.391106,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-loads","thrpt",4,1,584473.271508,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-store-misses","thrpt",4,1,1.235239,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:dTLB-stores","thrpt",4,1,16699.643950,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:iTLB-load-misses","thrpt",4,1,87.006053,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIR:instructions","thrpt",4,1,4512386.202219,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf","thrpt",4,5,3205.716158,27.930224,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytesDirectIf:CPI","thrpt",4,1,1.190324,NaN,"clks/insn",RANDOM
