"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: blockTypeStr"
"GeoDriverBenchParams.checkNearestNSWE:branch-misses","thrpt",4,1,15.322585,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:branches","thrpt",4,1,50152.393715,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:cycles","thrpt",4,1,187522.917798,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:dTLB-load-misses","thrpt",4,1,2.028102,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:dTLB-loads","thrpt",4,1,100585.511895,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:dTLB-store-misses","thrpt",4,1,0.018772,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:dTLB-stores","thrpt",4,1,10263.843186,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:iTLB-load-misses","thrpt",4,1,3.442539,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:instructions","thrpt",4,1,460155.893922,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWE","thrpt",4,5,2950.291277,11.658386,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:CPI","thrpt",4,1,1.663483,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:IPC","thrpt",4,1,0.601148,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:L1-dcache-loads","thrpt",4,1,132706.158289,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:L1-dcache-stores","thrpt",4,1,1635.228729,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:L1-icache-load-misses","thrpt",4,1,783.629123,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:L1-icache-loads","thrpt",4,1,294880.726845,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:LLC-load-misses","thrpt",4,1,0.000794,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:LLC-loads","thrpt",4,1,5529.199205,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:LLC-store-misses","thrpt",4,1,0.009627,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:LLC-stores","thrpt",4,1,52.567154,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:branch-misses","thrpt",4,1,33.226960,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:branches","thrpt",4,1,61701.282630,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:cycles","thrpt",4,1,1031659.591726,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:dTLB-load-misses","thrpt",4,1,2535.904231,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:dTLB-loads","thrpt",4,1,132690.164463,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:dTLB-store-misses","thrpt",4,1,2.582617,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:dTLB-stores","thrpt",4,1,1676.623612,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:iTLB-load-misses","thrpt",4,1,33.763559,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:instructions","thrpt",4,1,620180.535280,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWE","thrpt",4,5,711.971287,3.215966,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:CPI","thrpt",4,1,1.168757,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:IPC","thrpt",4,1,0.855610,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:L1-dcache-loads","thrpt",4,1,603262.699356,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:L1-dcache-stores","thrpt",4,1,36553.347584,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:L1-icache-load-misses","thrpt",4,1,1639.367406,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:L1-icache-loads","thrpt",4,1,940828.410621,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:LLC-load-misses","thrpt",4,1,0.010896,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:LLC-loads","thrpt",4,1,1354.825945,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:LLC-store-misses","thrpt",4,1,0.024517,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:LLC-stores","thrpt",4,1,73.895098,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:branch-misses","thrpt",4,1,22851.234301,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:branches","thrpt",4,1,655987.899932,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:cycles","thrpt",4,1,4329064.678174,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:dTLB-load-misses","thrpt",4,1,80.930794,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:dTLB-loads","thrpt",4,1,602675.899665,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:dTLB-store-misses","thrpt",4,1,1.737669,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:dTLB-stores","thrpt",4,1,36579.059496,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:iTLB-load-misses","thrpt",4,1,105.686414,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWE:instructions","thrpt",4,1,3703990.198707,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes","thrpt",4,5,3072.019839,17.721235,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:CPI","thrpt",4,1,1.138220,NaN,"clks/insn",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:IPC","thrpt",4,1,0.878565,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-dcache-loads","thrpt",4,1,228710.140398,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-dcache-stores","thrpt",4,1,11509.948611,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-icache-load-misses","thrpt",4,1,803.186937,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-icache-loads","thrpt",4,1,278612.930550,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-load-misses","thrpt",4,1,0.002819,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-loads","thrpt",4,1,3233.622573,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-store-misses","thrpt",4,1,0.008491,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-stores","thrpt",4,1,67.888370,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:branch-misses","thrpt",4,1,1171.887910,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:branches","thrpt",4,1,115275.863100,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:cycles","thrpt",4,1,991232.795717,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-load-misses","thrpt",4,1,1359.536769,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-loads","thrpt",4,1,228550.805378,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-store-misses","thrpt",4,1,2.480500,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-stores","thrpt",4,1,11497.391118,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:iTLB-load-misses","thrpt",4,1,26.879025,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes:instructions","thrpt",4,1,870862.596804,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes","thrpt",4,5,22588.692226,196.367394,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:CPI","thrpt",4,1,0.402161,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:IPC","thrpt",4,1,2.486567,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-dcache-loads","thrpt",4,1,50252.916430,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-dcache-stores","thrpt",4,1,216.172893,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-icache-load-misses","thrpt",4,1,12.665097,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-icache-loads","thrpt",4,1,42017.285187,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-load-misses","thrpt",4,1,0.000190,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-loads","thrpt",4,1,1.497334,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-store-misses","thrpt",4,1,0.002161,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-stores","thrpt",4,1,0.358861,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:branch-misses","thrpt",4,1,12.576115,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:branches","thrpt",4,1,60039.742783,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:cycles","thrpt",4,1,136920.646438,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-load-misses","thrpt",4,1,1.214988,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-loads","thrpt",4,1,50343.904207,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-store-misses","thrpt",4,1,0.009190,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-stores","thrpt",4,1,225.011874,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:iTLB-load-misses","thrpt",4,1,1.020029,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:instructions","thrpt",4,1,340462.342695,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes","thrpt",4,5,4266.889195,146.113485,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:CPI","thrpt",4,1,1.253381,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:IPC","thrpt",4,1,0.797842,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-dcache-loads","thrpt",4,1,111596.454103,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-dcache-stores","thrpt",4,1,1104.586600,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-icache-load-misses","thrpt",4,1,546.156876,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-icache-loads","thrpt",4,1,206001.184347,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-load-misses","thrpt",4,1,0.000881,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-loads","thrpt",4,1,3120.346232,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-store-misses","thrpt",4,1,0.009457,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-stores","thrpt",4,1,52.933573,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:branch-misses","thrpt",4,1,24.987178,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:branches","thrpt",4,1,71268.496547,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:cycles","thrpt",4,1,712909.024779,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-load-misses","thrpt",4,1,1260.844166,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-loads","thrpt",4,1,112097.591392,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-store-misses","thrpt",4,1,2.032997,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-stores","thrpt",4,1,1149.638820,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:iTLB-load-misses","thrpt",4,1,22.648879,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:instructions","thrpt",4,1,568788.820040,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes","thrpt",4,5,631.006946,2.588672,"ops/s",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:CPI","thrpt",4,1,0.813086,NaN,"clks/insn",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:IPC","thrpt",4,1,1.229882,NaN,"insns/clk",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-dcache-loads","thrpt",4,1,1378295.652911,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-dcache-stores","thrpt",4,1,17436.600339,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-icache-load-misses","thrpt",4,1,1606.525824,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:L1-icache-loads","thrpt",4,1,1241113.349069,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-load-misses","thrpt",4,1,0.007607,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-loads","thrpt",4,1,827.262975,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-store-misses","thrpt",4,1,0.109578,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:LLC-stores","thrpt",4,1,37.405675,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:branch-misses","thrpt",4,1,23826.464798,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:branches","thrpt",4,1,1029519.642940,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:cycles","thrpt",4,1,4898069.363999,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-load-misses","thrpt",4,1,67.578214,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-loads","thrpt",4,1,1378128.786449,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-store-misses","thrpt",4,1,1.223813,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:dTLB-stores","thrpt",4,1,17271.788186,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:iTLB-load-misses","thrpt",4,1,93.426702,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes:instructions","thrpt",4,1,6024045.440119,NaN,"#/op",MULTILAYER_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2","thrpt",4,5,3153.032556,127.732191,"ops/s",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:CPI","thrpt",4,1,1.101667,NaN,"clks/insn",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:IPC","thrpt",4,1,0.907715,NaN,"insns/clk",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-dcache-loads","thrpt",4,1,208626.003477,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-dcache-stores","thrpt",4,1,11506.965048,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-icache-load-misses","thrpt",4,1,794.486044,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-icache-loads","thrpt",4,1,264015.944136,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-load-misses","thrpt",4,1,0.002575,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-loads","thrpt",4,1,3274.247607,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-store-misses","thrpt",4,1,0.005697,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-stores","thrpt",4,1,61.521015,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:branch-misses","thrpt",4,1,702.122606,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:branches","thrpt",4,1,110028.606912,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:cycles","thrpt",4,1,964349.393676,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-load-misses","thrpt",4,1,2968.174606,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-loads","thrpt",4,1,208816.287554,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-store-misses","thrpt",4,1,3.805514,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-stores","thrpt",4,1,11487.081722,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:iTLB-load-misses","thrpt",4,1,30.342365,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2:instructions","thrpt",4,1,875354.885046,NaN,"#/op",RANDOM
"GeoDriverBenchParams.checkNearestNSWEBytes2","thrpt",4,5,22568.772333,109.444968,"ops/s",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:CPI","thrpt",4,1,0.413752,NaN,"clks/insn",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:IPC","thrpt",4,1,2.416906,NaN,"insns/clk",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-dcache-loads","thrpt",4,1,50277.901459,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-dcache-stores","thrpt",4,1,207.067387,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-icache-load-misses","thrpt",4,1,14.029751,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-icache-loads","thrpt",4,1,31509.489560,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-load-misses","thrpt",4,1,0.000054,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-loads","thrpt",4,1,1.479755,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-store-misses","thrpt",4,1,0.003219,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-stores","thrpt",4,1,0.379694,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:branch-misses","thrpt",4,1,13.393499,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:branches","thrpt",4,1,50083.365613,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:cycles","thrpt",4,1,136692.664323,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-load-misses","thrpt",4,1,0.788837,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-loads","thrpt",4,1,50306.357761,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-store-misses","thrpt",4,1,0.012735,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:dTLB-stores","thrpt",4,1,218.841281,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:iTLB-load-misses","thrpt",4,1,3.587276,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:instructions","thrpt",4,1,330373.263116,NaN,"#/op",FLAT_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2","thrpt",4,5,4380.719509,228.459538,"ops/s",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:CPI","thrpt",4,1,1.185675,NaN,"clks/insn",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:IPC","thrpt",4,1,0.843401,NaN,"insns/clk",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-dcache-loads","thrpt",4,1,92149.582038,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-dcache-stores","thrpt",4,1,1095.657449,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-icache-load-misses","thrpt",4,1,495.166791,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:L1-icache-loads","thrpt",4,1,203363.590762,NaN,"#/op",COMPLEX_BLOCK
"GeoDriverBenchParams.checkNearestNSWEBytes2:LLC-load-misses","thrpt",4,1,0.000582,NaN,"#/op",COMPLEX_BLOCK
